40,1,0,0,0.0,0
35,1,-1200,30,0.0,0
42,1,-2250,60,0.0,6
37,1,-2250,30,30.0,4
34,1,-2250,20,40.0,2
33,1,-2590,30,40.0,0
39,1,-3580,60,40.0,0
44,1,-4750,90,40.0,6
41,1,-4750,60,70.0,6
45,1,-4750,30,100.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,0
42,1,-2250,60,0.0,6
37,1,-2250,30,30.0,6
34,1,-2250,0,60.0,0
33,1,-3270,30,60.0,0
39,1,-4260,60,60.0,6
44,1,-4260,30,90.0,1
41,1,-5140,50,90.0,4
45,1,-5140,40,100.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,1
42,1,-1900,50,0.0,1
37,1,-2740,70,0.0,6
34,1,-2740,40,30.0,6
33,1,-2740,10,60.0,0
39,1,-3730,40,60.0,4
44,1,-3730,30,70.0,1
41,1,-4610,50,70.0,6
45,1,-4610,20,100.0,5
40,1,0,0,0.0,0
35,1,-1200,30,0.0,0
42,1,-2250,60,0.0,6
37,1,-2250,30,30.0,2
34,1,-2620,40,30.0,1
33,1,-3300,60,30.0,6
39,1,-3300,30,60.0,5
44,1,-3300,10,80.0,0
41,1,-4620,40,80.0,4
45,1,-4620,30,90.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,6
42,1,-1200,0,30.0,2
37,1,-1620,10,30.0,1
34,1,-2360,30,30.0,0
33,1,-3380,60,30.0,6
39,1,-3380,30,60.0,6
44,1,-3380,0,90.0,2
41,1,-3820,10,90.0,1
45,1,-4640,30,90.0,6
40,1,0,0,0.0,1
35,1,-800,20,0.0,1
42,1,-1500,40,0.0,0
37,1,-2760,70,0.0,0
34,1,-3870,100,0.0,5
33,1,-3870,80,20.0,4
39,1,-3870,70,30.0,1
44,1,-4650,90,30.0,6
41,1,-4650,60,60.0,6
45,1,-4650,30,90.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,2
42,1,-1550,40,0.0,0
37,1,-2810,70,0.0,2
34,1,-3180,80,0.0,2
33,1,-3520,90,0.0,6
39,1,-3520,60,30.0,6
44,1,-3520,30,60.0,6
41,1,-3520,0,90.0,0
45,1,-4750,30,90.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,3
42,1,-1200,30,0.0,6
37,1,-1200,0,30.0,1
34,1,-1940,20,30.0,2
33,1,-2280,30,30.0,6
39,1,-2280,0,60.0,0
44,1,-3450,30,60.0,0
41,1,-4770,60,60.0,6
45,1,-4770,30,90.0,6
40,1,0,0,0.0,1
35,1,-800,20,0.0,4
42,1,-800,10,10.0,0
37,1,-2060,40,10.0,0
34,1,-3170,70,10.0,6
33,1,-3170,40,40.0,5
39,1,-3170,20,60.0,2
44,1,-3560,30,60.0,6
41,1,-3560,0,90.0,0
45,1,-4790,30,90.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,0
42,1,-2250,60,0.0,5
37,1,-2250,40,20.0,5
34,1,-2250,20,40.0,2
33,1,-2590,30,40.0,0
39,1,-3580,60,40.0,5
44,1,-3580,40,60.0,6
41,1,-3580,10,90.0,0
45,1,-4810,40,90.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,6
42,1,-1200,0,30.0,0
37,1,-2460,30,30.0,6
34,1,-2460,0,60.0,0
33,1,-3480,30,60.0,1
39,1,-4140,50,60.0,1
44,1,-4920,70,60.0,0
41,1,-6240,100,60.0,6
45,1,-6240,70,90.0,6
40,1,0,0,0.0,0
35,1,-1200,30,0.0,1
42,1,-1900,50,0.0,6
37,1,-1900,20,30.0,5
34,1,-1900,0,50.0,0
33,1,-2920,30,50.0,0
39,1,-3910,60,50.0,6
44,1,-3910,30,80.0,4
41,1,-3910,20,90.0,5
45,1,-3910,0,110.0,3
40,1,0,0,0.0,0
35,1,-1200,30,0.0,1
42,1,-1900,50,0.0,5
37,1,-1900,30,20.0,1
34,1,-2640,50,20.0,1
33,1,-3320,70,20.0,1
39,1,-3980,90,20.0,5
44,1,-3980,70,40.0,5
41,1,-3980,50,60.0,5
45,1,-3980,30,80.0,6
40,1,0,0,0.0,3
35,1,0,0,0.0,0
42,1,-1050,30,0.0,6
37,1,-1050,0,30.0,0
34,1,-2160,30,30.0,5
33,1,-2160,10,50.0,0
39,1,-3150,40,50.0,6
44,1,-3150,10,80.0,1
41,1,-4030,30,80.0,6
45,1,-4030,0,110.0,3
40,1,0,0,0.0,0
35,1,-1200,30,0.0,6
